cell ,	0,	1,	2,	3,	4,	5,	6,	7,	8,	9,	10,	11,	12,	13,	14,	15,	16,	17,	18,	19,	20,	21,	22,	23,	24,	25,	26,	27,	28,	29,	30,	31,	32,	33,	34,	35,	36,	37,	38,	39,	40,	41,	42,	43,	44,	45,	46,	47,	48,	49,	50,	51,	52,	53,	54,	55,	56,	57,	58,	59,	60,	61,	62,	63,	64,	65,	66,	67,	68,	69,	70,	71,	72,	73,	74,	75,	76,	77,	78,	79,	80,	81,	82,	83,	84,	85,	86,	87,	88,	89,	90,	91,	92,	93,	94,	95,	96,	97,	98,	99,	
AG10803,	0.0891531,	19.7028,	4.93314,	1.60475,	1.5156,	0.950966,	0.0594354,	0.475483,	0.326894,	0.475483,	0.297177,	1.90193,	1.48588,	0.564636,	0.326894,	0.742942,	0.475483,	0.713224,	0.564636,	0.77266,	0.921248,	0.237741,	1.63447,	1.21842,	0.475483,	0.267459,	0.38633,	1.27786,	0.118871,	0.0594354,	1.0104,	0.950966,	1.18871,	1.21842,	0.713224,	0.624071,	0.38633,	1.8425,	3.06092,	1.57504,	0.416048,	0.178306,	0.0891531,	0.326894,	0.148588,	0.38633,	0.0891531,	0.118871,	0.921248,	0.445765,	0.148588,	0.267459,	0.0891531,	3.06092,	1.3373,	0.505201,	0.0891531,	0.0891531,	0.0891531,	0.921248,	0.38633,	0.832095,	2.10996,	0.950966,	0.534918,	0.683507,	0.0891531,	1.18871,	1.45617,	0.832095,	0.38633,	2.64487,	0.178306,	0.208024,	2.10996,	0.326894,	5.40862,	0.267459,	0.683507,	0.683507,	0.445765,	0.416048,	0.118871,	0.475483,	0.594354,	0.416048,	1.45617,	0.0594354,	0.297177,	0.0594354,	0,	0.475483,	0.237741,	0.980684,	0,	0,	0.950966,	0.0297177,	1.57504,	2.58544,	
AoAF,	0.346121,	18.6905,	5.30718,	1.49986,	1.61523,	0.894145,	0.0576868,	0.230747,	0.288434,	0.576868,	0.519181,	1.81713,	1.3268,	0.201904,	0.778771,	0.461494,	0.490337,	1.06721,	0.692241,	0.922988,	0.749928,	0.317277,	1.58639,	0.807615,	0.519181,	0.288434,	0.490337,	1.38448,	0.17306,	0.0865301,	0.605711,	0.894145,	1.44217,	1.47101,	0.778771,	0.461494,	0.461494,	1.5287,	3.14393,	1.49986,	0.317277,	0.201904,	0.115374,	0.346121,	0.0865301,	0.17306,	0.201904,	0.144217,	0.576868,	0.317277,	0.115374,	0.17306,	0,	3.51889,	1.44217,	0.721085,	0,	0.17306,	0.115374,	1.09605,	0.548024,	0.576868,	2.33631,	0.922988,	0.461494,	0.605711,	0,	1.64407,	1.3268,	0.778771,	0.346121,	2.56706,	0.201904,	0.461494,	1.64407,	0.432651,	4.87453,	0.25959,	0.721085,	0.894145,	0.403807,	0.576868,	0.144217,	0.461494,	0.749928,	0.432651,	1.5287,	0.0288434,	0.317277,	0.0288434,	0.0576868,	0.490337,	0.144217,	1.38448,	0.0288434,	0.0576868,	0.721085,	0.115374,	1.93251,	2.48053,	
CD20+,	0.125549,	24.231,	3.29567,	1.22411,	1.75769,	0.627746,	0.156937,	0.408035,	0.156937,	0.376648,	0.533584,	2.00879,	1.78908,	0.439422,	0.502197,	0.94162,	0.313873,	0.721908,	0.564972,	0.439422,	0.721908,	0.219711,	0.596359,	0.973007,	0.313873,	0.345261,	0.282486,	0.847458,	0.219711,	0.156937,	0.627746,	1.16133,	0.596359,	2.07156,	0.878845,	0.627746,	0.533584,	2.07156,	2.60515,	1.53798,	0.125549,	0.439422,	0.094162,	0.313873,	0.094162,	0.219711,	0.251099,	0.125549,	1.16133,	0.345261,	0.156937,	0.125549,	0.0627746,	2.85625,	0.596359,	0.784683,	0.094162,	0.094162,	0.251099,	1.09856,	0.502197,	0.690521,	1.44382,	0.784683,	0.721908,	0.533584,	0.0627746,	1.53798,	1.9774,	0.753296,	0.408035,	2.66792,	0.251099,	0.47081,	1.85185,	0.313873,	5.21029,	0.0627746,	1.31827,	0.439422,	0.408035,	0.251099,	0.188324,	0.156937,	0.47081,	0.596359,	1.50659,	0,	0.408035,	0.125549,	0.094162,	0.376648,	0.188324,	1.41243,	0.0627746,	0.0313873,	0.659134,	0.156937,	1.63214,	1.9774,	
GM06990,	0.316331,	26.809,	2.68881,	1.38395,	3.59826,	1.62119,	0.395413,	0.355872,	0.118624,	0.237248,	0.197707,	1.58165,	5.41716,	0.118624,	1.54211,	1.54211,	1.02807,	0.118624,	0.830368,	0.355872,	0.632661,	0.237248,	0.158165,	1.54211,	0.0395413,	0.0790826,	0,	0.395413,	0.276789,	0.316331,	0.672202,	0.711744,	1.26532,	1.30486,	0.474496,	0.355872,	0.790826,	2.45156,	0.59312,	2.01661,	0.158165,	0.553578,	0.0790826,	0.158165,	0.0395413,	0.0395413,	0.0790826,	0.276789,	1.54211,	0.316331,	0.0395413,	0.118624,	0.434955,	1.38395,	0.355872,	1.10716,	0.118624,	0.672202,	0.276789,	1.02807,	0.197707,	2.05615,	0.355872,	1.06762,	0.0395413,	0.197707,	0.0790826,	2.53064,	2.13523,	0.118624,	0.672202,	2.25386,	0,	0.276789,	1.38395,	0.434955,	1.85844,	0.0395413,	2.09569,	0.197707,	0.355872,	0.474496,	0.0395413,	0.751285,	0.158165,	1.3444,	0.830368,	0,	0.316331,	0.395413,	0.118624,	0.0790826,	1.30486,	0.118624,	0,	0.0790826,	0.0395413,	0.0790826,	0.355872,	1.8189,	
GM12865,	0.268817,	21.2664,	4.98805,	1.6129,	1.73238,	0.328554,	0.20908,	0.179211,	0.41816,	0.358423,	0.388292,	1.88172,	1.5233,	0.20908,	0.746714,	0.925926,	0.149343,	0.716846,	0.507766,	0.83632,	0.776583,	0.298686,	1.6129,	1.19474,	0.328554,	0.149343,	0.328554,	1.40382,	0.119474,	0.328554,	0.657109,	1.13501,	1.01553,	1.70251,	0.657109,	0.657109,	0.448029,	2.00119,	2.71804,	1.76225,	0.179211,	0.149343,	0.149343,	0.448029,	0.0298686,	0.268817,	0.0298686,	0.20908,	0.746714,	0.328554,	0.149343,	0.298686,	0.0597372,	2.62843,	1.16487,	0.776583,	0.0896057,	0.149343,	0.0597372,	0.83632,	0.328554,	0.83632,	1.6129,	0.686977,	0.448029,	0.806452,	0,	1.37395,	1.88172,	0.41816,	0.41816,	2.32975,	0.179211,	0.448029,	2.24014,	0.20908,	5.19713,	0.20908,	1.10514,	0.597372,	0.388292,	0.41816,	0.0896057,	0.268817,	0.477897,	0.776583,	1.64277,	0,	0.477897,	0.0298686,	0.0298686,	0.328554,	0.20908,	1.01553,	0.0597372,	0.0597372,	0.537634,	0.0597372,	1.5233,	2.98686,	
H7-hESC,	0.209518,	19.0961,	4.96857,	1.67614,	1.58635,	0.718348,	0.149656,	0.359174,	0.419036,	0.478899,	0.299312,	2.09518,	1.8258,	0.419036,	0.628554,	0.598623,	0.299312,	0.927866,	0.718348,	0.808141,	0.897935,	0.329243,	1.40676,	0.927866,	0.448967,	0.329243,	0.26938,	1.64621,	0.209518,	0.149656,	0.50883,	1.16732,	1.49656,	1.13738,	0.748279,	0.748279,	0.628554,	1.76594,	3.47201,	1.61628,	0.419036,	0.119725,	0.26938,	0.538761,	0.0897935,	0.389105,	0.119725,	0.239449,	0.77821,	0.239449,	0.119725,	0.26938,	0.0299312,	2.87339,	1.19725,	0.628554,	0,	0.179587,	0.149656,	1.16732,	0.329243,	0.748279,	1.79587,	0.868004,	0.628554,	0.598623,	0.0299312,	1.46663,	1.88566,	0.478899,	0.389105,	2.63394,	0.448967,	0.568692,	2.27477,	0.26938,	5.35768,	0.329243,	0.50883,	0.538761,	0.209518,	0.209518,	0.0299312,	0.299312,	0.538761,	0.598623,	1.4367,	0,	0.389105,	0.0598623,	0.0897935,	0.239449,	0.209518,	1.10745,	0.0897935,	0.0598623,	0.598623,	0.0897935,	1.31697,	2.27477,	
HA-h,	0.250209,	16.4304,	2.9747,	1.39005,	1.41785,	0.834028,	0.222408,	0.500417,	0.528218,	1.05644,	0.389213,	1.75146,	1.80706,	0.639422,	0.58382,	0.417014,	0.611621,	1.22324,	0.389213,	0.639422,	1.13984,	0.30581,	1.13984,	1.22324,	0.750625,	0.528218,	0.472616,	1.05644,	0.30581,	0.166806,	1.27884,	1.64026,	0.778426,	1.80706,	0.834028,	0.667223,	0.611621,	1.52905,	3.55852,	1.22324,	0.611621,	0.278009,	0.222408,	0.472616,	0.111204,	0.417014,	0.278009,	0.111204,	0.333611,	0.444815,	0.139005,	0.250209,	0.0556019,	3.69753,	1.39005,	0.722825,	0.0834028,	0.111204,	0.194607,	1.25104,	0.750625,	1.11204,	2.39088,	1.30664,	1.33445,	1.08424,	0.0556019,	1.41785,	1.25104,	1.11204,	0.58382,	2.08507,	0.472616,	0.361412,	1.41785,	0.528218,	3.0859,	0.333611,	0.778426,	0.389213,	0.444815,	0.389213,	0.139005,	0.750625,	0.778426,	0.500417,	1.52905,	0.0278009,	0.361412,	0.0556019,	0.0278009,	0.500417,	0.250209,	0.917431,	0.111204,	0.0556019,	0.861829,	0.166806,	1.94607,	2.08507,	
HAEpiC,	0.122662,	20.9138,	5.02913,	1.71726,	1.87059,	0.643974,	0.122662,	0.306654,	0.490647,	0.582643,	0.398651,	1.6866,	1.31861,	0.214658,	0.827967,	0.398651,	0.521312,	1.28795,	0.429316,	0.705305,	0.766636,	0.245324,	1.41061,	0.67464,	0.429316,	0.306654,	0.459982,	1.34928,	0.0919963,	0.122662,	0.735971,	0.643974,	1.22662,	1.04262,	1.07329,	0.429316,	0.459982,	1.87059,	3.12787,	1.87059,	0.398651,	0.122662,	0.122662,	0.521312,	0.0306654,	0.367985,	0.122662,	0.214658,	1.01196,	0.429316,	0.0919963,	0.367985,	0.0306654,	3.58786,	1.07329,	0.766636,	0,	0.183993,	0.0919963,	0.858632,	0.306654,	0.981294,	2.26924,	0.766636,	0.367985,	0.613309,	0.0306654,	1.44128,	1.07329,	0.490647,	0.459982,	2.29991,	0.214658,	0.398651,	2.29991,	0.398651,	4.59982,	0.306654,	0.67464,	0.613309,	0.398651,	0.429316,	0.275989,	0.766636,	0.643974,	0.429316,	1.22662,	0,	0.367985,	0,	0.0613309,	0.551978,	0.245324,	1.47194,	0,	0.0613309,	0.705305,	0.153327,	1.19595,	2.08525,	
HCF,	0.179158,	19.4984,	5.2553,	1.07495,	1.79158,	0.746491,	0.179158,	0.328456,	0.507614,	0.597193,	0.656913,	1.58256,	1.37354,	0.418035,	0.537474,	0.627053,	0.328456,	1.04509,	0.746491,	0.686772,	0.627053,	0.268737,	1.91102,	0.83607,	0.388176,	0.537474,	0.268737,	1.22425,	0.179158,	0.089579,	0.776351,	1.10481,	1.10481,	1.67214,	0.955509,	0.686772,	0.418035,	1.76172,	3.16512,	1.8513,	0.268737,	0.149298,	0.0298597,	0.567334,	0.089579,	0.418035,	0.119439,	0.328456,	0.567334,	0.418035,	0.179158,	0.388176,	0.0298597,	3.04569,	1.46312,	0.597193,	0.119439,	0.119439,	0.0597193,	0.86593,	0.537474,	0.627053,	2.12004,	1.16453,	0.507614,	0.627053,	0.0298597,	1.5527,	1.49298,	0.686772,	0.447895,	2.12004,	0.149298,	0.418035,	1.64228,	0.567334,	5.49418,	0.149298,	0.746491,	0.776351,	0.298597,	0.268737,	0.238877,	0.686772,	0.746491,	0.447895,	1.34368,	0.0597193,	0.298597,	0.0597193,	0.119439,	0.268737,	0.0597193,	0.925649,	0.089579,	0.0298597,	0.806211,	0.0597193,	1.10481,	2.41863,	
