cell ,	0,	1,	2,	3,	4,	5,	6,	7,	8,	9,	10,	11,	12,	13,	14,	15,	16,	17,	18,	19,	20,	21,	22,	23,	24,	25,	26,	27,	28,	29,	30,	31,	32,	33,	34,	35,	36,	37,	38,	39,	40,	41,	42,	43,	44,	45,	46,	47,	48,	49,	50,	51,	52,	53,	54,	55,	56,	57,	58,	59,	60,	61,	62,	63,	64,	65,	66,	67,	68,	69,	70,	71,	72,	73,	74,	75,	76,	77,	78,	79,	80,	81,	82,	83,	84,	85,	86,	87,	88,	89,	90,	91,	92,	93,	94,	95,	96,	97,	98,	99,	
AG10803,	0.0742115,	24.1558,	3.11688,	1.00186,	2.96846,	0.408163,	0.556586,	1.18738,	0.445269,	0.0371058,	0.333952,	1.18738,	0.408163,	0.630798,	0.25974,	1.07607,	1.11317,	0.408163,	0.667904,	0.667904,	0.927644,	0.482375,	0.296846,	0.779221,	0.0742115,	1.89239,	0.25974,	0.482375,	0.519481,	0.296846,	0.408163,	1.33581,	0.111317,	4.56401,	0.519481,	0.482375,	1.2616,	1.55844,	0.742115,	0.705009,	1.07607,	0.742115,	0.333952,	0.667904,	0.222634,	0.0742115,	0.445269,	0.111317,	1.2987,	0.482375,	0.148423,	0.482375,	0.185529,	1.63265,	1.07607,	1.63265,	0.111317,	0.185529,	0,	0.408163,	0.25974,	1.11317,	0.25974,	0.25974,	0.111317,	1.18738,	0.185529,	0.630798,	1.03896,	0.333952,	0.779221,	2.04082,	0.148423,	0.667904,	3.00557,	0.890538,	0.816326,	0.0371058,	3.2282,	0.445269,	1.11317,	0.482375,	0.111317,	0.148423,	1.9295,	2.33766,	1.63265,	0.25974,	1.33581,	0.333952,	0.222634,	0.0742115,	0.111317,	0.148423,	0.408163,	0.111317,	0.111317,	0.25974,	0.0742115,	1.63265,	
AoAF,	0.0357654,	23.6052,	3.07582,	0.679542,	2.03863,	0.393419,	0.643777,	1.60944,	0.107296,	0.107296,	0.143062,	1.00143,	0.321888,	0.679542,	0.536481,	1.07296,	0.965665,	0.429185,	0.500715,	0.321888,	0.46495,	0.536481,	0.107296,	0.715308,	0.178827,	1.9671,	0.643777,	0.894135,	0.250358,	0.250358,	0.321888,	1.32332,	0.178827,	5.22175,	0.286123,	0.572246,	1.35908,	0.965665,	0.858369,	0.46495,	0.858369,	1.21602,	0.321888,	0.357654,	0.286123,	0.286123,	0.500715,	0.178827,	1.0372,	0.178827,	0.107296,	0.46495,	0.0715308,	1.60944,	1.14449,	2.03863,	0.178827,	0.250358,	0.107296,	0.321888,	0.178827,	1.14449,	0.0357654,	0.143062,	0.0715308,	0.894135,	0.0357654,	1.14449,	0.965665,	0.107296,	0.822604,	1.93133,	0.178827,	0.608011,	4.11302,	0.894135,	0.536481,	0.0715308,	4.18455,	0.751073,	1.57368,	0.429185,	0.107296,	0.214592,	2.00286,	2.50358,	2.03863,	0.393419,	1.64521,	0.250358,	0.0357654,	0.0715308,	0.107296,	0.250358,	0.321888,	0.178827,	0,	0.250358,	0.143062,	1.32332,	
CD20+,	0.271739,	25.427,	3.02795,	1.3587,	2.01863,	0.349379,	0.737578,	0.349379,	0.349379,	0.0776398,	0.15528,	1.5528,	1.04814,	0.310559,	0.427019,	1.51398,	0.776398,	0.310559,	0.737578,	0.310559,	0.892857,	0.543478,	0.232919,	1.24224,	0.11646,	1.59161,	0.582298,	0.621118,	0.0776398,	0.194099,	0.271739,	0.582298,	0.349379,	3.26087,	1.08696,	0.349379,	0.737578,	2.44565,	0.582298,	0.504658,	1.20342,	0.737578,	0.194099,	0.543478,	0.310559,	0.232919,	0.698758,	0.0776398,	1.28106,	0.388199,	0.0776398,	0.349379,	0.388199,	1.3587,	1.28106,	1.00932,	0.271739,	0.310559,	0,	0.194099,	0.271739,	1.04814,	0.310559,	0.737578,	0.0776398,	1.08696,	0.232919,	0.815217,	1.5528,	0.465839,	0.621118,	1.43634,	0.194099,	0.543478,	3.29969,	0.931677,	1.04814,	0.0388199,	3.14441,	0.776398,	0.931677,	0.659938,	0.15528,	0.504658,	1.3587,	2.09627,	2.09627,	0.271739,	1.43634,	0.271739,	0.0776398,	0.11646,	0.11646,	0.15528,	0.271739,	0.15528,	0.11646,	0.15528,	0.465839,	1.66925,	
GM06990,	0.138504,	28.8089,	1.1542,	1.38504,	1.75439,	0.738689,	0.507849,	1.20037,	0.277008,	0.461681,	0.23084,	0.738689,	1.80055,	0.923361,	0.646353,	2.03139,	0.784857,	0.277008,	0.277008,	0.184672,	0.600185,	0.369344,	0.0923361,	0.461681,	0.0923361,	0.277008,	0.507849,	0.461681,	0.138504,	0.184672,	0.507849,	1.0157,	0.184672,	1.89289,	0.461681,	0.138504,	2.40074,	1.1542,	0.646353,	1.20037,	1.06187,	1.20037,	0.184672,	0.369344,	0.0923361,	0.0461681,	0.0461681,	0.138504,	1.1542,	0.323176,	0.461681,	0.23084,	0.461681,	1.84672,	1.84672,	0.969529,	0.369344,	0.600185,	0.23084,	0.369344,	0.369344,	1.29271,	0.23084,	0.277008,	0.0461681,	0.507849,	0.184672,	1.1542,	3.27793,	0,	0.692521,	2.21607,	0.184672,	0.323176,	4.10896,	0.23084,	1.47738,	0.184672,	1.89289,	0.184672,	0.600185,	0.138504,	0.0461681,	0.554017,	1.29271,	2.12373,	2.67775,	0.138504,	0.600185,	0.969529,	0.0923361,	0.184672,	0.138504,	0.23084,	0,	0.0923361,	0.692521,	0.277008,	0.0461681,	1.1542,	
GM12865,	0.112952,	23.9081,	3.46386,	0.828313,	2.67319,	0.338855,	0.790663,	1.35542,	0.376506,	0.112952,	0.263554,	1.69428,	1.05422,	0.60241,	0.263554,	1.24247,	0.715361,	0.301205,	0.451807,	0.414157,	0.60241,	0.376506,	0.150602,	1.09187,	0.150602,	2.18373,	0.414157,	0.753012,	0.301205,	0.0753012,	0.150602,	1.35542,	0.112952,	4.59337,	0.527108,	0.715361,	0.790663,	1.31777,	0.564759,	0.677711,	0.60241,	0.865964,	0.301205,	0.338855,	0.263554,	0.225904,	0.414157,	0.0753012,	1.80723,	0.414157,	0.338855,	0.489458,	0.150602,	1.69428,	1.46837,	1.35542,	0.0376506,	0.414157,	0,	0.263554,	0.301205,	0.903614,	0.188253,	0.376506,	0.112952,	1.20482,	0.0753012,	0.865964,	1.01657,	0.112952,	0.677711,	1.95783,	0.150602,	0.527108,	3.80271,	0.903614,	1.16717,	0,	4.32982,	0.376506,	0.941265,	0.376506,	0.225904,	0.112952,	1.35542,	1.88253,	1.92018,	0.188253,	1.95783,	0.0376506,	0.0376506,	0.0376506,	0.112952,	0.188253,	0.338855,	0.0376506,	0.0376506,	0.188253,	0.0376506,	1.54367,	
H7-hESC,	0.107181,	21.865,	3.71561,	0.464452,	2.17935,	0.214362,	0.714541,	2.21508,	0.321543,	0.035727,	0.500179,	1.3219,	0.428725,	0.571633,	0.142908,	0.821722,	0.893176,	0.571633,	0.60736,	0.571633,	1.07181,	0.571633,	0.142908,	0.464452,	0.107181,	2.21508,	0.643087,	0.678814,	0.428725,	0.107181,	0.285816,	1.46481,	0,	4.57306,	0.392998,	0.714541,	1.50054,	1.3219,	0.464452,	0.285816,	1.07181,	0.678814,	0.35727,	0.535906,	0.107181,	0.178635,	0.321543,	0.0714541,	1.10754,	0.500179,	0.107181,	0.464452,	0.142908,	2.21508,	1.39335,	1.92926,	0.214362,	0.285816,	0.035727,	0.35727,	0.392998,	1.00036,	0.107181,	0.214362,	0.0714541,	1.3219,	0.035727,	1.03608,	1.03608,	0.214362,	0.785995,	1.96499,	0.035727,	0.214362,	3.92997,	1.10754,	0.285816,	0.142908,	3.50125,	1.07181,	1.64344,	0.214362,	0.250089,	0.250089,	1.7149,	2.89389,	1.57199,	0.750268,	1.60772,	0.35727,	0.0714541,	0.214362,	0.142908,	0,	0.214362,	0.142908,	0.0714541,	0.321543,	0.035727,	1.28617,	
HA-h,	0.238663,	16.2973,	3.9209,	1.50017,	2.01159,	0.613706,	1.02284,	0.71599,	0.477327,	0.204569,	0.681896,	1.53427,	0.545516,	0.579611,	0.613706,	0.954654,	1.12513,	0.681896,	0.988749,	0.443232,	1.3297,	0.71599,	0.272758,	0.579611,	0.204569,	2.18207,	0.477327,	0.71599,	0.238663,	0.443232,	0.306853,	0.85237,	0.681896,	3.37538,	0.818275,	0.511422,	1.22741,	1.63655,	1.05694,	0.306853,	1.39789,	0.78418,	0.545516,	1.02284,	0.443232,	0.170474,	0.85237,	0.306853,	0.818275,	0.886464,	0.136379,	0.78418,	0.204569,	2.25026,	1.36379,	1.12513,	0.409137,	0.443232,	0.102284,	0.818275,	0.579611,	1.2956,	0.545516,	0.340948,	0.511422,	1.02284,	0.306853,	0.920559,	1.05694,	0.340948,	0.477327,	1.19332,	0.204569,	0.579611,	2.93215,	1.39789,	0.681896,	0.0340948,	2.93215,	0.681896,	1.02284,	0.954654,	0.170474,	0.409137,	1.9434,	2.42073,	1.50017,	0.409137,	1.60245,	0.306853,	0.204569,	0.136379,	0.272758,	0.170474,	0.375043,	0.0681896,	0.170474,	0.409137,	0.375043,	1.09103,	
HAEpiC,	0.0759878,	23.7082,	3.30547,	0.645897,	1.63374,	0.455927,	0.721884,	1.82371,	0.265957,	0.151976,	0.379939,	1.29179,	0.645897,	0.531915,	0.531915,	1.13982,	1.13982,	0.265957,	1.10182,	0.455927,	0.949848,	0.607903,	0.0759878,	0.645897,	0.0759878,	1.97568,	0.607903,	0.645897,	0.265957,	0.227964,	0.151976,	0.949848,	0.151976,	4.59726,	0.227964,	0.87386,	1.55775,	1.40578,	0.721884,	0.607903,	1.02584,	0.531915,	0.379939,	0.455927,	0.18997,	0.113982,	0.455927,	0.113982,	1.21581,	0.721884,	0.113982,	0.303951,	0.0759878,	2.01368,	0.911854,	1.78571,	0.151976,	0.265957,	0,	0.341945,	0.303951,	0.987842,	0.341945,	0.379939,	0.0379939,	1.06383,	0.113982,	1.13982,	0.911854,	0.341945,	0.607903,	1.8617,	0.0759878,	0.569909,	3.79939,	1.06383,	0.455927,	0,	3.1155,	0.607903,	1.17781,	0.417933,	0.18997,	0.113982,	2.16565,	2.77356,	1.51976,	0.607903,	1.59574,	0.227964,	0.0759878,	0.113982,	0.0759878,	0.113982,	0.113982,	0.0379939,	0.0759878,	0.18997,	0.227964,	1.63374,	
HCF,	0.0727273,	24.0364,	2.98182,	1.05455,	2.76364,	0.363636,	0.981818,	1.27273,	0.327273,	0.0727273,	0.290909,	1.2,	0.4,	0.581818,	0.581818,	0.981818,	1.27273,	0.4,	0.545455,	0.436364,	1.12727,	0.690909,	0.181818,	0.472727,	0.109091,	1.96364,	0.545455,	0.763636,	0.145455,	0.254545,	0.4,	0.945455,	0.109091,	4.07273,	0.290909,	0.509091,	0.909091,	1.09091,	0.654545,	0.436364,	1.38182,	0.909091,	0.254545,	0.472727,	0.218182,	0,	0.363636,	0.109091,	1.34545,	0.4,	0.218182,	0.363636,	0.0727273,	1.67273,	1.12727,	2.21818,	0.0727273,	0.290909,	0.0727273,	0.472727,	0.581818,	1.23636,	0.218182,	0.4,	0.109091,	1.23636,	0.0727273,	0.654545,	0.8,	0.327273,	0.872727,	1.49091,	0.0727273,	0.545455,	3.2,	0.8,	0.763636,	0.145455,	4,	0.690909,	1.52727,	0.4,	0.181818,	0.109091,	2,	2.10909,	1.81818,	0.181818,	2,	0.327273,	0.145455,	0,	0.109091,	0.145455,	0.254545,	0.145455,	0.181818,	0.254545,	0.181818,	1.38182,	
